ID,Text,Length
"#29","And in the world a heart of darkness, a firezone, where poets speak their hearts then bleed for it. Jara sang, his song a weapon, in the hands of love. You know his blood still cries from the ground. It runs like a river to the sea.  We run like a river runs to the sea.","270"
"#668","Be careful you don't get too caught up in what the competition is doing. Focus on your own performance rather than on the competition.","134"
"#276","Typing competitions provided another test of the Qwerty keyboard. These competitions are somewhat underplayed in the conventional history. They involved many different machines, with various manufacturers claiming to hold the speed record.","239"
"#562","Well I woke in mid-afternoon cause that's when it all hurts the most. I dream I never know anyone at the party and I'm always the host.","135"
"#424","After removal from the oven, the pizza is sliced and plated quickly in a flat cardboard box, which is immediately closed and often taped shut.","142"
"#97","Space is big. Really big. You just
won't believe how vastly hugely mindbogglingly big it is. I mean you
may think it's a long way down the road to the chemist, but that's
just peanuts to space.","193"
"#647","I'll miss the sea, but a person needs new experiences. They jar something deep inside, allowing him to grow. Without change something sleeps inside us, and seldom awakens. The sleeper must awaken.","196"
"#396","To some, the rules of etiquette may seem outdated, stuffy and unnecessary, but the fact remains that they serve as a sort of social weed-whacker eliminating unsavory growths from popping up in the world's finer gardens. The truth is that first impressions are usually lasting ones, and a bad first impression can sometimes be insurmountable.","341"
"#457","You're going in the drink and I am going to make a cup of tea. Underneath the floor boards is the famous river Thames. I hope for your sakes you can hold your breath for as long as it takes to boil that kettle. After that, I am going to ask you a question.","256"
"#368","Rhymes trap you into saying things
you don't want to say. A word like ""fire"" is a good example.
Before you know it you're reaching for desire, or to get higher, or
calling someone a liar, or putting them on a pyre, even if that wasn't
what you were going to say.","272"
"#178","I suddenly had the impression that I had been left all alone, that everyone was shrinking away from me, avoiding me. You are, of course, right to ask who that everyone is, for although I've lived in Petersburg for eight years now, I haven't managed to make a single friend.","273"
